8.499999999999999778e-01	1.499999999999999944e-01
8.120720691904442790e-01	3.772896284432784020e-01
7.023983565774755133e-01	5.799488988827674607e-01
5.328637106856988215e-01	7.360165347837699379e-01
3.218398409985594455e-01	8.285801861575312621e-01
9.219445816936741589e-02	8.476091451046688929e-01
-1.311867972570784635e-01	7.910413286585402659e-01
-3.240971001380186234e-01	6.650067374711922108e-01
-4.656316258445422074e-01	4.831631751259515273e-01
-5.404529123819055147e-01	2.652162131965137837e-01
-5.404529123819056258e-01	3.478378680348635787e-02
-4.656316258445423184e-01	-1.831631751259513996e-01
-3.240971001380189565e-01	-3.650067374711918333e-01
-1.311867972570789076e-01	-4.910413286585399995e-01
9.219445816936708282e-02	-5.476091451046688485e-01
3.218398409985591124e-01	-5.285801861575313287e-01
5.328637106856985994e-01	-4.360165347837701155e-01
7.023983565774752913e-01	-2.799488988827676383e-01
8.120720691904442790e-01	-7.728962844327860737e-02
8.499999999999999778e-01	1.499999999999998279e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
1.499999999999999944e-01	1.499999999999999944e-01
2.277777777777777735e-01	1.499999999999999944e-01
2.095812344648093906e-01	1.999945918645086029e-01
1.635059693740945896e-01	2.265961585676161683e-01
1.111111111111111188e-01	2.173575314054563279e-01
7.691279616109601702e-02	1.766015667031075598e-01
7.691279616109600314e-02	1.233984332968924291e-01
1.111111111111110772e-01	8.264246859454366101e-02
1.635059693740945619e-01	7.340384143238380676e-02
2.095812344648093628e-01	1.000054081354913582e-01
2.277777777777777735e-01	1.499999999999999667e-01
3.055555555555555802e-01	1.499999999999999944e-01
2.691624689296188144e-01	2.499891837290172114e-01
1.770119387481891571e-01	3.031923171352323143e-01
7.222222222222224319e-02	2.847150628109126891e-01
3.825592322192039596e-03	2.032031334062151529e-01
3.825592322192011840e-03	9.679686659378486380e-02
7.222222222222214605e-02	1.528493718908732757e-02
1.770119387481891016e-01	-3.192317135232380920e-03
2.691624689296187589e-01	5.001081627098272198e-02
3.055555555555555802e-01	1.499999999999999667e-01
3.833333333333333037e-01	1.499999999999999944e-01
3.287437033944282105e-01	2.999837755935258476e-01
1.905179081222837523e-01	3.797884757028485714e-01
3.333333333333338144e-02	3.520725942163690503e-01
-6.926161151671195171e-02	2.298047001093227459e-01
-6.926161151671197946e-02	7.019529989067731235e-02
3.333333333333322879e-02	-5.207259421636897812e-02
1.905179081222836412e-01	-7.978847570284858248e-02
3.287437033944281550e-01	1.622440647408573966e-05
3.833333333333333037e-01	1.499999999999999389e-01
4.611111111111111382e-01	1.499999999999999944e-01
3.883249378592376067e-01	3.499783674580344561e-01
2.040238774963783475e-01	4.563846342704647174e-01
-5.555555555555508063e-03	4.194301256218253560e-01
-1.423488153556159153e-01	2.564062668124302835e-01
-1.423488153556159708e-01	4.359373318756974702e-02
-5.555555555555702352e-03	-1.194301256218253393e-01
2.040238774963782087e-01	-1.563846342704647563e-01
3.883249378592374956e-01	-4.997836745803455050e-02
4.611111111111111382e-01	1.499999999999999112e-01
5.388888888888888618e-01	1.499999999999999944e-01
4.479061723240470583e-01	3.999729593225430646e-01
2.175298468704729427e-01	5.329807928380808635e-01
-4.444444444444436981e-02	4.867876570272817727e-01
-2.154360191945199066e-01	2.830078335155379321e-01
-2.154360191945199621e-01	1.699216648446216782e-02
-4.444444444444461961e-02	-1.867876570272816450e-01
2.175298468704727761e-01	-2.329807928380809579e-01
4.479061723240469473e-01	-9.997295932254318673e-02
5.388888888888888618e-01	1.499999999999999112e-01
6.166666666666666963e-01	1.499999999999999944e-01
5.074874067888563989e-01	4.499675511870516731e-01
2.310358162445675378e-01	6.095769514056971206e-01
-8.333333333333323156e-02	5.541451884327380784e-01
-2.885232230334239256e-01	3.096094002186454697e-01
-2.885232230334239256e-01	-9.609400218645369751e-03
-8.333333333333353687e-02	-2.541451884327379229e-01
2.310358162445673158e-01	-3.095769514056971872e-01
5.074874067888562879e-01	-1.499675511870518230e-01
6.166666666666666963e-01	1.499999999999998834e-01
6.944444444444445308e-01	1.499999999999999944e-01
5.670686412536658505e-01	4.999621430515602816e-01
2.445417856186621330e-01	6.861731099733133776e-01
-1.222222222222221488e-01	6.215027198381944951e-01
-3.616104268723279169e-01	3.362109669217530628e-01
-3.616104268723279169e-01	-3.621096692175296283e-02
-1.222222222222224819e-01	-3.215027198381943396e-01
2.445417856186618832e-01	-3.861731099733133332e-01
5.670686412536657395e-01	-1.999621430515604870e-01
